,asin,product name,ratings,reviews,helpful,date,Unnamed: 6,target,text
2505,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,4,"

  Exactly what I expected. Blu-rays DVD all played.

",0,16-Dec-19,,p,"

  Exactly what I expected. Blu-rays DVD all played.

"
2506,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Having not purchased these movies before, owning all 8 movies in one compact package is super convenient.  The movies look amazing on my samsung lcd/blue ray player, and the audio is top rate as well. Each film is the theatrical release and has the usual behind the scenes reel, as well as deleted scenes selections.  Since most of the movies are in excess of 2.5 hours anyway, I don't feel cheated not having the edited scenes incorporated into the films, a la the directors cuts of the Lord of the Rings series. My only issue involves the packaging. Some of the discs come loose quite easily, risking damage with rough handling. Otherwise, very pleased with this package.

",0,10-Jan-12,,p,"

  Having not purchased these movies before, owning all 8 movies in one compact package is super convenient.  The movies look amazing on my samsung lcd/blue ray player, and the audio is top rate as well. Each film is the theatrical release and has the usual behind the scenes reel, as well as deleted scenes selections.  Since most of the movies are in excess of 2.5 hours anyway, I don't feel cheated not having the edited scenes incorporated into the films, a la the directors cuts of the Lord of the Rings series. My only issue involves the packaging. Some of the discs come loose quite easily, risking damage with rough handling. Otherwise, very pleased with this package.

"
2507,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Everything I had hoped and more

",0,2-Mar-20,,p,"

  Everything I had hoped and more

"
2508,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  This was a gift for our grandson and he was very excited to have he whole series.  He had read all the books and wanted to see the movies.  We will eventually all watch them together when he comes to visit.

",0,3-Feb-16,,p,"

  This was a gift for our grandson and he was very excited to have he whole series.  He had read all the books and wanted to see the movies.  We will eventually all watch them together when he comes to visit.

"
2509,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Enjoyable viewing for the young and not so young.  Still a good viewing for first timers a repeat viewers.

",0,24-Mar-19,,p,"

  Enjoyable viewing for the young and not so young.  Still a good viewing for first timers a repeat viewers.

"
2510,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  These have kept our 11 year old glued to her TV

",0,29-Dec-18,,p,"

  These have kept our 11 year old glued to her TV

"
2511,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  Exactly as described. No issues. Shipped very quickly!!

",0,8-Jan-19,,n,"

  Exactly as described. No issues. Shipped very quickly!!

"
2512,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Finally have the complete collection on Blu-ray! I'm extremely excited!

",0,30-Dec-18,,p,"

  Finally have the complete collection on Blu-ray! I'm extremely excited!

"
2513,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  This is a grate box set! It comes Will every DVD and every disk is labled. There are no special feachers but that isn't a problem for me. The cardboard box set cover is beautifully done. Thisbid a must have for any HP fans!

",0,24-Sep-15,,n,"

  This is a grate box set! It comes Will every DVD and every disk is labled. There are no special feachers but that isn't a problem for me. The cardboard box set cover is beautifully done. Thisbid a must have for any HP fans!

"
2514,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  all Disc work fine. all items as described. this is for the 4k uhd set. printing on disc are very basic but seems consistent with other photos found online.

",1,6-Jan-19,,p,"

  all Disc work fine. all items as described. this is for the 4k uhd set. printing on disc are very basic but seems consistent with other photos found online.

"
2515,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  The box it came in was cracked straight through the middle. DVDs are not the authentic version you would like them to be. Disappointed, spend the few extra bucks and try blue ray. Hopefully they don't come as bad as these

",0,12-Aug-19,,p,"

  The box it came in was cracked straight through the middle. DVDs are not the authentic version you would like them to be. Disappointed, spend the few extra bucks and try blue ray. Hopefully they don't come as bad as these

"
2516,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Very satisfied with my order! They came in two days and all movies look great and work perfect!

",0,3-Nov-18,,p,"

  Very satisfied with my order! They came in two days and all movies look great and work perfect!

"
2517,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Great movies marking the coming of age of Harry Potter and pals.

",1,18-Aug-17,,p,"

  Great movies marking the coming of age of Harry Potter and pals.

"
2518,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Great price. Priceless collection.

",0,28-Sep-18,,p,"

  Great price. Priceless collection.

"
2519,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  Just as described.

",0,22-Dec-19,,n,"

  Just as described.

"
2520,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I can’t give this product a good rating because disc 1 of 4K disc freezes right out of the box. The other discs are fine but this is not what you want after spending a good chunk of money.

",0,16-Aug-19,,p,"

  I can’t give this product a good rating because disc 1 of 4K disc freezes right out of the box. The other discs are fine but this is not what you want after spending a good chunk of money.

"
2521,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Came on time and was exactly as described.

",0,29-Jan-19,,p,"

  Came on time and was exactly as described.

"
2522,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Love them all. Glad to have complete set

",0,17-Jan-19,,p,"

  Love them all. Glad to have complete set

"
2523,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  WOW!! What a box set! Beautiful packagig and filled with great extras.

",0,2-Apr-18,,p,"

  WOW!! What a box set! Beautiful packagig and filled with great extras.

"
2524,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  I had been looking for the complete Harry Potter series in movie form for a while and when I came across this it was a god sent! It came super fast and has everything in there that I want. This slytherin is pleased with her purchase

",0,30-Dec-15,,n,"

  I had been looking for the complete Harry Potter series in movie form for a while and when I came across this it was a god sent! It came super fast and has everything in there that I want. This slytherin is pleased with her purchase

"
2525,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  It all came out great! I love my movies!

",0,15-Nov-19,,p,"

  It all came out great! I love my movies!

"
2526,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Love it

",0,30-Dec-19,,p,"

  Love it

"
2527,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Great product

",0,24-Dec-18,,p,"

  Great product

"
2528,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Wish it was a little cheaper but love having all the movies.

",0,11-Jan-19,,p,"

  Wish it was a little cheaper but love having all the movies.

"
2529,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  It's great, came a bit late, but what can you do

",0,7-Feb-19,,n,"

  It's great, came a bit late, but what can you do

"
2530,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I purchased this item for my son for Christmas.  It was on sale at that time for $40 or so.  All the discs work and are in good condition. I am very happy with the discs themselves and he loves having them.  My single complaint is that the inside tabs of the case broken within moments of being open.  Does it matter? No.  I'm ok with it.  The discs still stay safe inside and are contained.  For the price, it's great!!

",0,5-Jan-13,,p,"

  I purchased this item for my son for Christmas.  It was on sale at that time for $40 or so.  All the discs work and are in good condition. I am very happy with the discs themselves and he loves having them.  My single complaint is that the inside tabs of the case broken within moments of being open.  Does it matter? No.  I'm ok with it.  The discs still stay safe inside and are contained.  For the price, it's great!!

"
2531,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,4,"

  Harry Potter is amazing

",0,18-Jan-19,,p,"

  Harry Potter is amazing

"
2532,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I love it!  Each movie has it's own disc the cover is a cardboard slip cover that protects the case.

",0,30-Dec-17,,p,"

  I love it!  Each movie has it's own disc the cover is a cardboard slip cover that protects the case.

"
2533,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  It would be 5, but when I bought this I didn't expect them to just take disc one out of all eight movies package it together and call it the complete set.  There are no bonus features for most of these, as it is on disc two.  I wish they had specified this.  Made me a very unhappy customer.

",1,25-Jan-14,,p,"

  It would be 5, but when I bought this I didn't expect them to just take disc one out of all eight movies package it together and call it the complete set.  There are no bonus features for most of these, as it is on disc two.  I wish they had specified this.  Made me a very unhappy customer.

"
2534,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Great collection. I had at least 1 BluRay disc which had portions that wouldn't play correctly. I had to skip past it. Since there are several discs, I have to watch the whole and see if I can get the defective ones replaced.

",0,2-Jan-17,,p,"

  Great collection. I had at least 1 BluRay disc which had portions that wouldn't play correctly. I had to skip past it. Since there are several discs, I have to watch the whole and see if I can get the defective ones replaced.

"
2535,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  i got it on sale, for us$29.99. save this on your wish list. when the price drops, you have to get it. the bluray of course looks better. One thing that I didn't like was that the disc with Half blood Prince was only disc 1 and not both discs. So the deleted scenes weren't there.

",0,9-Feb-15,,p,"

  i got it on sale, for us$29.99. save this on your wish list. when the price drops, you have to get it. the bluray of course looks better. One thing that I didn't like was that the disc with Half blood Prince was only disc 1 and not both discs. So the deleted scenes weren't there.

"
2536,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  The packaging came torn and broken, the disks aren't even held in place, but they still work and they're decent quality. They are all wide screen though.

",0,3-Jan-17,,p,"

  The packaging came torn and broken, the disks aren't even held in place, but they still work and they're decent quality. They are all wide screen though.

"
2537,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  It's what I expected to be!

",2,16-Jun-17,,n,"

  It's what I expected to be!

"
2538,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I love the HP books and movies. I was soo excited when I found all 8 of the movies for soo cheap, in this pack. I reccommend the books and movies to everyone I know, already. So, I definitely recommend them to all of you!! :)) I can't wait to have my HP marathon!!! (with the movies this time, hehe)

",0,26-May-13,,p,"

  I love the HP books and movies. I was soo excited when I found all 8 of the movies for soo cheap, in this pack. I reccommend the books and movies to everyone I know, already. So, I definitely recommend them to all of you!! :)) I can't wait to have my HP marathon!!! (with the movies this time, hehe)

"
2539,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  This is a great all-in-one collection of all the HP movies!!  The HD is outstanding!!  However, I'm pretty sure these releases are kissing many of the special features, particularly with the DH1&2

",0,30-Aug-16,,p,"

  This is a great all-in-one collection of all the HP movies!!  The HD is outstanding!!  However, I'm pretty sure these releases are kissing many of the special features, particularly with the DH1&2

"
2540,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Bought it for my brother and he loved it!! Not a bad price either for an eight movie set!!

",0,29-Dec-19,,p,"

  Bought it for my brother and he loved it!! Not a bad price either for an eight movie set!!

"
2541,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  turns out if you have 4k tv and dvd it plays at 4k.  just not HER but ST A is great. awesome set.

",0,25-Dec-18,,p,"

  turns out if you have 4k tv and dvd it plays at 4k.  just not HER but ST A is great. awesome set.

"
2542,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Nice set, good to fit all the movies on my shelf together

",0,4-Jun-18,,p,"

  Nice set, good to fit all the movies on my shelf together

"
2543,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  Good value

",0,2-Jan-19,,n,"

  Good value

"
2544,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Although my granddaughter enjoyed getting this for Christmas, when she opened it later the first movie was gone, and there were two copies of the third.

",0,15-Apr-17,,p,"

  Although my granddaughter enjoyed getting this for Christmas, when she opened it later the first movie was gone, and there were two copies of the third.

"
2545,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Works perfect

",0,5-Jan-20,,p,"

  Works perfect

"
2546,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Great gift for my nephew!

",0,7-Jan-19,,p,"

  Great gift for my nephew!

"
2547,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,2,"

  My kids wanted these blu ray Harry Potter DVDs for Christmas and I made an order for them. After one use these do not play at all. What a fraud. Warning.... do not ever buy these. My kids are so upset. I am giving one star cos total unsatisfactory.

",0,21-Nov-19,,n,"

  My kids wanted these blu ray Harry Potter DVDs for Christmas and I made an order for them. After one use these do not play at all. What a fraud. Warning.... do not ever buy these. My kids are so upset. I am giving one star cos total unsatisfactory.

"
2548,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Good value, great movies, quality discs, fast shipping

",0,26-Dec-18,,p,"

  Good value, great movies, quality discs, fast shipping

"
2549,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  What's not to like especially if your a fan!

",0,15-Jan-19,,p,"

  What's not to like especially if your a fan!

"
2550,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  Good movie set

",0,13-Dec-18,,n,"

  Good movie set

"
2551,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  The third disk skips and could not see the scenes.

",0,14-Sep-18,,n,"

  The third disk skips and could not see the scenes.

"
2552,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  There was a disc that seems to have come from another set but they all work great so I don’t mind

",0,11-Apr-18,,p,"

  There was a disc that seems to have come from another set but they all work great so I don’t mind

"
2553,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  good

",0,2-Jul-19,,p,"

  good

"
2554,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I just wanted the movies to share with grandkids, and this set is ideal! The kids are old enough to play them for themselves, and there is no extra information, which might be interesting to me, but that the children might not be patient enough to watch. This product was exactly what I needed, and is beautifully packaged.

",0,13-Feb-12,,p,"

  I just wanted the movies to share with grandkids, and this set is ideal! The kids are old enough to play them for themselves, and there is no extra information, which might be interesting to me, but that the children might not be patient enough to watch. This product was exactly what I needed, and is beautifully packaged.

"
2555,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  The whole box set of HP. Convenient and priced great. Lots of extras and the blue ray quality is great. Very happy with this purchase.

",0,24-Sep-17,,p,"

  The whole box set of HP. Convenient and priced great. Lots of extras and the blue ray quality is great. Very happy with this purchase.

"
2556,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Small boxset with all of the movies within. I'm ready for my marathon.

",0,13-Aug-19,,p,"

  Small boxset with all of the movies within. I'm ready for my marathon.

"
2557,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Cant wait to watch them with my kids.

",0,17-Apr-19,,p,"

  Cant wait to watch them with my kids.

"
2558,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I'll admit that I'm an avid Harry Potter fan. If you've read the books you will not be disappointed in these movies. They are all well acted and each movie is directed a little different to provide new perspectives on each book. This is a nice collection for any Harry Potter fan.

",0,30-May-14,,p,"

  I'll admit that I'm an avid Harry Potter fan. If you've read the books you will not be disappointed in these movies. They are all well acted and each movie is directed a little different to provide new perspectives on each book. This is a nice collection for any Harry Potter fan.

"
2559,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  The last two Blu-ray’s do not work. As far as my player is concerned they are blank. Harry Potter and the Deathly Hallows is the most pivotal part of all the films.

",0,26-Feb-20,,p,"

  The last two Blu-ray’s do not work. As far as my player is concerned they are blank. Harry Potter and the Deathly Hallows is the most pivotal part of all the films.

"
2560,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Great set.

",0,27-Dec-19,,p,"

  Great set.

"
2561,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Awesome

",0,11-Jan-19,,p,"

  Awesome

"
2562,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  The movies came in one large DVD box with 8 slots for the disks themselves. Each movie worked perfectly. I am so happy with this purchase!

",0,30-Dec-19,,p,"

  The movies came in one large DVD box with 8 slots for the disks themselves. Each movie worked perfectly. I am so happy with this purchase!

"
2563,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  Movie 3 plays as the polar express. Contacted the company and said they were going to send me a new movie and no sign

",2,20-Jun-18,,n,"

  Movie 3 plays as the polar express. Contacted the company and said they were going to send me a new movie and no sign

"
2564,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Great movie. 4K is the only way to go

",0,4-Feb-20,,p,"

  Great movie. 4K is the only way to go

"
2565,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Very happy with this box set....basically two movies per case, with each movie on it's own disc, so there are 4 cases in box...not much to box that holds the cases, but it does the job fine....only watched the first movie so far, and it looked great on my plasma, with some really cool extras...recommend highly.

",0,11-Feb-13,,p,"

  Very happy with this box set....basically two movies per case, with each movie on it's own disc, so there are 4 cases in box...not much to box that holds the cases, but it does the job fine....only watched the first movie so far, and it looked great on my plasma, with some really cool extras...recommend highly.

"
2566,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Harry Potter  Great Movie's for young and old!

",0,25-Dec-18,,p,"

  Harry Potter  Great Movie's for young and old!

"
2567,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  DVDs were awfully pixelated, poor quality. And the DVDs were out of order in the case, which I thought was an odd, completely avoidable issue. The packaging and discs also looks bootlegged :(

",0,9-Dec-16,,p,"

  DVDs were awfully pixelated, poor quality. And the DVDs were out of order in the case, which I thought was an odd, completely avoidable issue. The packaging and discs also looks bootlegged :(

"
2568,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  Wanted the complete set in blu-ray. Originally bought the movies on DVD as they were released. Great set, great price

",0,15-Dec-17,,n,"

  Wanted the complete set in blu-ray. Originally bought the movies on DVD as they were released. Great set, great price

"
2569,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  The DVDs appear to be pirated at least based on the few that we tested. The resolution was terrible and one of the DVDs had a few movie previews seemingly indicating that it was copied from a rental.

",1,28-Sep-18,,n,"

  The DVDs appear to be pirated at least based on the few that we tested. The resolution was terrible and one of the DVDs had a few movie previews seemingly indicating that it was copied from a rental.

"
2570,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,4,"

  The whole set for a decent price.

",0,26-Feb-20,,p,"

  The whole set for a decent price.

"
2571,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Love love. My son is obsessed with Harry Potter right now...keeps reading the books over and over now he loves the fact he can watch the dvds whenever. As a family we have taken a weekend and had a Harry Potter marathon.

",0,15-Feb-16,,p,"

  Love love. My son is obsessed with Harry Potter right now...keeps reading the books over and over now he loves the fact he can watch the dvds whenever. As a family we have taken a weekend and had a Harry Potter marathon.

"
2572,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Item as described!

",0,4-Jan-19,,p,"

  Item as described!

"
2573,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Box is damaged. Haven't tried to play the dvds yet lets hope it works. Kinda bummee on this being damaged

",1,28-Nov-17,,p,"

  Box is damaged. Haven't tried to play the dvds yet lets hope it works. Kinda bummee on this being damaged

"
2574,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Great price, second set bc I somehow lost my first set. Love HP

",0,26-Feb-20,,p,"

  Great price, second set bc I somehow lost my first set. Love HP

"
2575,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I purchased the DVD set for christmas to give to my son, first DVD out the box and it skips! Not to happy with that. took DVD to clean and the back of the DVD doesnt even look damaged. I put the DVD back in and it isnt skipping anymore. I hope the others are not like the first one.

",0,30-Dec-13,,p,"

  I purchased the DVD set for christmas to give to my son, first DVD out the box and it skips! Not to happy with that. took DVD to clean and the back of the DVD doesnt even look damaged. I put the DVD back in and it isnt skipping anymore. I hope the others are not like the first one.

"
2576,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  The 8 disc set folds out so is very handy if you are like me and don't have a lot of room to store DVD's. I'm a huge Harry Potter fan and am so glad that I have them all in one set for convenience purposes.

",0,29-Dec-16,,n,"

  The 8 disc set folds out so is very handy if you are like me and don't have a lot of room to store DVD's. I'm a huge Harry Potter fan and am so glad that I have them all in one set for convenience purposes.

"
2577,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I like that it's compact and yet also complete. These are terrific movies based on terrific books and are well worth rewatching many times over. There is a lot to be charmed and entertained by and it's a marvel how they managed to pull off the growth of the actors in real life. Great to have.

",0,31-Dec-13,,p,"

  I like that it's compact and yet also complete. These are terrific movies based on terrific books and are well worth rewatching many times over. There is a lot to be charmed and entertained by and it's a marvel how they managed to pull off the growth of the actors in real life. Great to have.

"
2578,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Cant. Go. Wrong.

",0,30-Dec-18,,p,"

  Cant. Go. Wrong.

"
2579,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Everything was in great condition. This is a staple in any family & was the perfect bang for your buck.

",0,6-Feb-20,,p,"

  Everything was in great condition. This is a staple in any family & was the perfect bang for your buck.

"
2580,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  One of the best series in the movie industry!

",0,12-Dec-18,,p,"

  One of the best series in the movie industry!

"
2581,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  Everthing seems to be cool but I can't redeem my code Because UltraViolet's retail doesn't support Korea

",0,10-Dec-19,,n,"

  Everthing seems to be cool but I can't redeem my code Because UltraViolet's retail doesn't support Korea

"
2582,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  I don't need to talk about the movies. But the packaging was disappointing, to say the least.They didn't even print new labels for the disks! It's like ""Harry Potter and the (whatever), Disk 1"". What do you mean, Disk 1? It's only 1 disk per movie!!So this obviously means they just got all the individual movies that didn't sell, threw the ""Extras"" disk away and put them into this 8-disk package.I bought this because I still have the ""years 1-5"" DVD box, so I just replaced the DVDs with the blu-rays.But this is not the box to buy if you want a ""Complete Film Collection"", despite of what the product name and description says...[]'s

",0,22-Dec-11,,n,"

  I don't need to talk about the movies. But the packaging was disappointing, to say the least.They didn't even print new labels for the disks! It's like ""Harry Potter and the (whatever), Disk 1"". What do you mean, Disk 1? It's only 1 disk per movie!!So this obviously means they just got all the individual movies that didn't sell, threw the ""Extras"" disk away and put them into this 8-disk package.I bought this because I still have the ""years 1-5"" DVD box, so I just replaced the DVDs with the blu-rays.But this is not the box to buy if you want a ""Complete Film Collection"", despite of what the product name and description says...[]'s

"
2583,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  My boyfriend loves these movies and got it for him as a gift.

",0,10-Mar-20,,n,"

  My boyfriend loves these movies and got it for him as a gift.

"
2584,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  If you are a Harry Potter fan, then this is a must. Bought this from Amazon during Black Friday sales and paid $25 for the entire set! Never seen the entire set for that price!

",0,20-Sep-16,,p,"

  If you are a Harry Potter fan, then this is a must. Bought this from Amazon during Black Friday sales and paid $25 for the entire set! Never seen the entire set for that price!

"
2585,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  This product was terrible. I tried to watch Harry Potter and the chamber of secrets and it skipped a huge amount of the movie.

",2,19-Jun-18,,n,"

  This product was terrible. I tried to watch Harry Potter and the chamber of secrets and it skipped a huge amount of the movie.

"
2586,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I have always enjoyed reading the Harry Potter books and watching the movies in the theater.  When I saw this item as a deal of the day I had to get it at an amazingly low price.

",0,12-Dec-16,,p,"

  I have always enjoyed reading the Harry Potter books and watching the movies in the theater.  When I saw this item as a deal of the day I had to get it at an amazingly low price.

"
2587,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I love The whole collection

",0,27-Jan-20,,p,"

  I love The whole collection

"
2588,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Introduced my son to Harry Potter!  We had a weekend of binge watching and he loved it!  He's watching again.

",0,25-Sep-20,,p,"

  Introduced my son to Harry Potter!  We had a weekend of binge watching and he loved it!  He's watching again.

"
2589,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  Packaging is very hefty which is a huge plus for me. Great design. Would buy as a gift for someone.

",0,28-Feb-18,,n,"

  Packaging is very hefty which is a huge plus for me. Great design. Would buy as a gift for someone.

"
2590,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Great product and excatly as described.

",0,10-Jan-19,,p,"

  Great product and excatly as described.

"
2591,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  My great grandson loves that he can sit down and watch all of the Harry Potter movies in a row now.

",0,9-May-19,,p,"

  My great grandson loves that he can sit down and watch all of the Harry Potter movies in a row now.

"
2592,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,4,"

  Good to have all the movies in one spot

",0,12-Jan-19,,p,"

  Good to have all the movies in one spot

"
2593,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,4,"

  great purchase for any Harry Potter lover

",0,15-May-19,,p,"

  great purchase for any Harry Potter lover

"
2594,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Wanted Blu Ray version of this movie

",0,25-Jan-19,,p,"

  Wanted Blu Ray version of this movie

"
2595,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  I lost count of how many times my kids have watched the whole set, which says for itself the value of this set to the young ones.

",0,2-Oct-17,,n,"

  I lost count of how many times my kids have watched the whole set, which says for itself the value of this set to the young ones.

"
2596,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Excellent case Don't Take  Too Much Space

",0,31-Dec-18,,p,"

  Excellent case Don't Take  Too Much Space

"
2597,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Best !

",0,5-Jan-19,,p,"

  Best !

"
2598,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Awesome

",0,13-Jan-19,,p,"

  Awesome

"
2599,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  We had all of the movies on DVD and the whole family loves them. My husband noticed they were having a deal of the day on the blu-ray collection and decided to purchase it for me... SO happy he did! What a great deal!

",0,20-Feb-16,,p,"

  We had all of the movies on DVD and the whole family loves them. My husband noticed they were having a deal of the day on the blu-ray collection and decided to purchase it for me... SO happy he did! What a great deal!

"
2600,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Love it!

",0,23-Dec-18,,p,"

  Love it!

"
2601,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Only the first 2 movies worked fully.

",1,6-Jan-19,,p,"

  Only the first 2 movies worked fully.

"
2602,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  Our family had all the Harry Potter movies on DVD bought as each were released. Over the years they have been scratched, lost etc.Luckily Santa saw fit to upgrade us to the BlueRay set. Thanks Santa!As huge fans of the movies and books these will get a lot of watching. The price is right for all the movies. It is a set to watch and enjoy.Fans will enjoy the magic and mystery. As the movies get darker as they progress in theme there is still a sense of wonder and magic on them. The sets and cinematography cannot be denied.The 3 main young cast members earned their acting chops as they grew older in each subsequent movie. They were blessed to work alongside some amazing actors to learn from. RIP Alan Rickman!The characters are great with so much depth to them.While the movies are fantastic I strongly recommend the books. They are even better.I am 41 and I am a Harry Potter nerd. Always.

",1,17-Jan-16,,n,"

  Our family had all the Harry Potter movies on DVD bought as each were released. Over the years they have been scratched, lost etc.Luckily Santa saw fit to upgrade us to the BlueRay set. Thanks Santa!As huge fans of the movies and books these will get a lot of watching. The price is right for all the movies. It is a set to watch and enjoy.Fans will enjoy the magic and mystery. As the movies get darker as they progress in theme there is still a sense of wonder and magic on them. The sets and cinematography cannot be denied.The 3 main young cast members earned their acting chops as they grew older in each subsequent movie. They were blessed to work alongside some amazing actors to learn from. RIP Alan Rickman!The characters are great with so much depth to them.While the movies are fantastic I strongly recommend the books. They are even better.I am 41 and I am a Harry Potter nerd. Always.

"
2603,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Fast delivery. One minus...some discs were full screen and some widescreen. Box fine. Cases fine. No scratches.

",0,9-Mar-19,,p,"

  Fast delivery. One minus...some discs were full screen and some widescreen. Box fine. Cases fine. No scratches.

"
